 188, 649, 652, 651, 298
 189, 649, 650, 545, 497
 190, 649, 652, 653, 496
 191, 654, 655, 470, 656
 192, 654, 655, 416, 470
 193, 654, 657, 655, 246
 194, 654, 246, 655, 318
 195, 392, 620, 192, 626
 196,  66, 392, 193, 460
 197, 658, 659, 660, 304
 198, 626, 392, 193, 192
 199, 341, 626, 282, 215
 200, 625, 627, 215, 194
 201, 625, 460, 194, 193
 202, 626, 627, 553, 661
 203, 626, 620, 553, 392
 204, 629, 475, 630, 662
 205, 629, 662, 183, 440
 206, 629, 287, 630, 300
 207, 433, 588, 155, 554
 208, 629, 630, 287, 662
 209, 663, 606, 186, 442
 210, 663, 664, 309, 226
 211, 441, 663, 185, 442
 212, 442, 663, 185, 186
 213, 665, 302, 666, 269
 214, 663, 664, 606, 442
 215, 663, 664, 442, 501
 216, 572, 313, 603, 314
 217, 589, 522, 574, 591
 218, 572, 574, 354, 353
 219, 572, 603, 487, 488
 220, 572, 574, 522, 535
 221, 667, 668, 357, 669
 222, 667, 527, 634, 504
 223, 667, 669, 634, 527
 224, 667, 670, 478, 528
 225, 567, 588, 155, 433
 226, 596, 433, 671, 500
 227, 595, 240, 122, 596
 228, 622, 198,   8,  80
 229, 596, 671, 240, 312
 230, 596, 567, 566, 433
 231, 596, 595, 671, 433
 232, 672, 650, 545, 651
 233, 672, 369, 650, 651
 234, 672, 650, 322, 673
 235, 672, 674, 473, 673
 236, 672, 674, 322, 250
 237, 672, 651, 321, 369
 238, 595, 570, 291, 311
 239, 595, 671, 311, 240
 240, 595, 570, 467, 464
 241, 595, 671, 433, 467
 242, 616, 191, 619, 213
 243, 619, 192, 620, 213
 244, 619, 620, 392, 395
 245, 619, 395, 392,  64
 246, 619,  65, 392, 192
 247, 619, 392,  65,  64
 248, 675, 676, 677, 272
 249, 675, 676, 678, 480
 250, 675, 449, 676, 480
 251, 675, 480, 679, 530
 252, 675, 678, 679, 480
 253, 680, 681, 334, 682
 254, 675, 481, 677, 449
 255, 605, 683, 438, 503
 256, 604, 605, 437, 615
 257, 605, 289, 615, 278
 258, 605, 683, 377, 279
 259, 594, 615, 436, 444
 260, 584, 594, 276, 615
 261, 594, 188, 684, 444
 262, 207, 190,  54,   6
 263, 604, 584, 436, 101
 264,  57, 223, 188, 224
 265, 594, 615, 444, 684
 266, 594, 615, 224, 276
 267, 601, 486, 685, 542
 268, 598, 683, 544, 585
 269, 601, 686, 542, 685
 270, 601, 681, 367, 340
 271, 601, 367, 685, 325
 272,   9, 217,  71,  72
 273, 610, 609, 393, 552
 274, 553, 627, 459, 661
 275, 627, 459, 661, 610
 276, 610, 280, 687, 282
 277, 610, 552, 687, 609
 278, 610, 661, 282, 687
 279, 688, 642,  44, 236
 280, 236, 688, 168,  44
 281, 275, 688, 168, 236
 282, 688, 668, 477, 642
 283, 688, 689, 169, 446
 284, 688, 668, 275, 689
 285, 688, 169, 689, 275
 286, 454, 177, 455, 690
 287, 690, 178, 613, 266
 288, 222, 110, 208, 109
 289, 177, 267, 266, 690
 290, 690, 691, 267, 685
 291, 690, 691, 454, 177
 292, 613, 614, 456, 502
 293, 612, 613, 265, 614
 294, 601, 613, 685, 486
 295, 601, 631, 362, 324
 296, 613, 614, 502, 631
 297, 626, 214, 192, 193
 298, 613, 265, 614, 324
 299, 279, 106, 211, 212
 300, 676, 678, 448, 692
 301, 171, 449, 448, 676
 302, 624, 368, 287, 309
 303, 676, 692, 448, 171
 304, 693, 665, 666, 484
 305, 693, 453, 691, 665
 306, 693, 453, 665, 484
 307, 693, 484, 694, 518
 308, 693, 694, 484, 666
 309, 556, 398, 167, 555
 310, 680, 218, 681, 695
 311, 680, 681, 218, 334
 312, 555, 218, 219, 680
 313, 111, 555, 218, 219
 314, 680, 696, 556, 398
 315, 680, 696, 398, 682
 316, 680, 556, 696, 219
 317, 596, 671, 595, 240
 318, 433, 155, 567, 156
 319, 671, 623, 312, 586
 320, 671, 623, 500, 550
 321, 671, 623, 550, 571
 322, 595, 570, 571, 467
 323, 595, 578, 291, 570
 324, 671, 374, 623, 571
 325, 671, 312, 623, 374
 326, 697, 698, 699, 471
 327, 697, 698, 418, 700
 328, 697, 320, 698, 248
 329, 697, 388, 700, 418
 330, 249, 388, 248, 697
 331, 693, 686, 485, 518
 332, 697, 249, 699, 320
 333, 617, 335, 618, 673
 334, 617, 253, 618, 335
 335, 616, 253, 617,  79
 336, 253, 391, 251, 617
 337, 584, 108, 210, 107
 338, 617, 674, 673, 421
 339, 617, 391, 674, 421
 340, 701, 702, 703, 361
 341, 701, 361, 703, 329
 342, 701, 659, 361, 305
 343, 704, 705, 415, 466
 344, 704, 316, 705, 706
 345, 432, 577, 156, 433
 346, 704, 384, 657, 245
 347, 383, 221, 131, 384
 348, 384, 221, 131, 245
 349, 704, 705, 316, 245
 350, 704, 657, 705, 245
 351, 592, 412, 382, 381
 352, 602, 590, 603, 242
 353, 589, 292, 591, 353
 354, 602, 590, 411, 603
 355, 590, 603, 242, 314
 356, 590, 411, 603, 488
 357, 578, 707, 310, 291
 358, 578, 499, 576, 707
 359, 575, 578, 576, 238
 360, 688, 168,  44, 445
 361, 578, 576, 310, 707
 362, 577, 566, 565, 157
 363, 578, 707, 464, 499
 364, 179, 582, 457, 612
 365, 614, 628, 323, 264
 366, 264, 612, 265, 614
 367, 614, 631, 474, 502
 368, 628, 583, 582, 474
 369, 628, 300, 629, 630
 370, 614, 582, 457, 474
 371, 614, 612, 456, 457
 372, 708, 534, 707, 526
 373, 708, 355, 707, 644
 374, 708, 669, 707, 356
 375, 581, 583, 439, 463
 376, 583, 376, 263, 581
 377, 583, 582, 457, 463
 378, 457, 583, 474, 582
 379, 581, 463,  27, 180
 380, 108, 109, 223, 209
 381, 376, 641, 581, 583
 382, 628, 300, 264, 582
 383, 582, 300, 264, 263
 384, 658, 709, 483, 666
 385, 658, 270, 660, 709
 386, 658, 660, 659, 482
 387, 658, 451, 660, 482
 388, 658, 304, 660, 270
 389, 691, 453,  23, 665
 390, 691, 485, 685, 454
 391, 690, 691, 177, 267
 392, 703, 508, 531, 507
 393, 584, 101, 209, 100
 394, 176, 268, 267, 691
 395, 691, 267, 685, 301
 396, 650, 673, 370, 322
 397, 650, 710, 299, 370
 398,  20, 450, 173, 451
 399, 577, 578, 238, 239
 400, 450, 173, 451, 660
 401, 660, 709, 173, 451
 402, 660, 271,  39,  38
 403, 660, 270, 271,  38
 404, 678, 670, 307, 647
 405, 678, 359, 679, 647
 406, 678, 670, 479, 692
 407, 633, 358, 331, 332
 408, 678, 692, 479, 448
 409, 678, 647, 307, 359
 410, 678, 307, 692, 273
 411, 599, 515, 695, 648
 412, 599, 515, 648, 517
 413, 597, 631, 363, 362
 414, 599, 681, 695, 546
 415, 601, 681, 599, 546
 416, 667, 668, 669, 527
 417, 575, 565, 564, 158
 418, 667, 670, 528, 647
 419, 668, 689, 478, 670
 420, 668, 689, 308, 275
 421, 688, 477, 668, 446
 422, 668, 689, 446, 478
 423, 390, 250, 251, 674
 424, 674, 673, 322, 251
 425, 151, 420, 390, 421
 426, 420, 390, 421, 674
 427, 674, 390, 711, 420
 428, 674, 673, 421, 473
 429, 709, 665, 174, 452
 430, 709, 665, 452, 666
 431, 709, 666, 303, 269
 432, 709, 173, 451, 174
 433, 695, 218, 340, 337
 434, 709, 173,  38, 660
 435, 604, 211, 107, 210
 436,  21, 451, 174, 452
 437, 451, 174, 452, 709
 438, 709, 666, 452, 483
 439, 691, 665, 176, 268
 440, 277, 104, 105, 212
 441,  36, 174,  37, 665
 442, 665, 269,  36, 268
 443, 665, 453,  23,  22
 444, 665, 453,  22, 452
 445, 665, 174,  37, 709
 446, 665, 452, 175, 174
 447, 712, 713, 703, 507
 448, 712, 679, 360, 330
 449, 712, 646, 506, 679
 450, 618, 514, 714, 458
 451, 618, 714, 281, 661
 452, 618, 714, 514, 673
 453, 618, 620, 281, 213
 454, 618, 714, 335, 281
 455, 574, 643, 372, 344
 456, 574, 591, 344, 353
 457, 589, 488, 572, 522
 458, 569, 535, 548, 549
 459, 569, 644, 346, 373
 460, 574, 519, 591, 522
 461, 715, 716, 717, 350
 462, 715, 716, 350, 296
 463, 715, 716, 296, 718
 464, 715, 719, 718, 351
 465, 719, 652, 540, 495
 466, 719, 652, 352, 651
 467, 719, 351, 698, 320
 468, 719, 698, 538, 471
 469, 719, 652, 297, 352
 470,  99, 208, 435, 434
 471, 689, 692, 170, 447
 472, 689, 170, 692, 274
 473, 689, 478, 670, 447
 474, 169, 275, 274, 689
 475, 720, 190, 434, 207
 476, 689, 670, 308, 274
 477, 689, 670, 274, 692
 478, 704, 383, 414, 384
 479, 638, 706, 414, 468
 480, 638, 706, 468, 593
 481, 638, 706, 593, 286
 482, 638, 382, 413, 383
 483, 592, 382, 638, 244
 484, 221, 383, 244, 638
 485, 109, 209, 208, 223
 486, 638, 706, 286, 221
 487, 122, 595, 239, 240
 488, 721, 722, 723, 407
 489, 575, 158, 430, 431
 490, 721, 724, 725, 491
 491, 721, 722, 407, 491
 492, 721, 722, 491, 725
 493, 237, 563, 235, 635
 494, 604, 106, 107, 211
 495, 635, 290, 669, 634
 496, 575, 576, 578, 431
 497, 635, 669, 498, 634
 498, 635, 634, 235, 290
 499, 564, 430, 159, 563
 500, 575, 576, 237, 238
 501, 563, 430, 159, 429
 502, 576, 635, 564, 237
 503, 635, 563, 564, 237
 504, 635, 429, 634, 498
 505, 714, 281, 661, 339
 506, 590, 488, 412, 411
 507, 572, 623, 603, 313
 508, 623, 410, 603, 587
 509, 664, 606, 683, 288
 510, 589, 489, 488, 522
 511, 591, 523, 593, 489
 512, 591, 593, 726, 345
 513, 591, 345, 727, 344
 514, 591, 292, 593, 345
 515, 728, 718, 495, 652
 516, 728, 718, 297, 259
 517, 207, 110,  55,   6
 518, 201, 405, 404, 728
 519, 728, 729, 201, 405
 520, 728, 729, 718, 259
 521, 728, 718, 405, 495
 522,  26, 612, 457, 456
 523, 597, 517, 600, 541
 524, 443, 187, 186,  49
 525, 628, 300, 630, 365
 526, 628, 600, 363, 365
 527, 601, 486, 539, 502
 528, 601, 546, 599, 539
 529, 601, 681, 686, 367
 530, 613, 614, 631, 324
 531, 729, 259,  93, 258
 532, 729, 296, 718, 259
 533, 729, 494, 716, 406
 534, 729, 201, 405, 202
 535, 729, 201,  94, 728
 536, 729, 406,  84, 405
 537,  84, 203,  85, 729
 538, 729, 718, 494, 405
 539, 669, 634, 527, 498
 540, 632, 562, 563, 235
 541, 669, 526, 707, 499
 542, 669, 634, 290, 357
 543, 669, 707, 356, 310
 544, 564, 430, 158, 159
 545, 646, 679, 529, 506
 546, 646, 730, 427, 645
 547, 646, 645, 427, 505
 548, 646, 730, 645, 233
 549, 646, 679, 330, 359
 550, 646, 233, 645, 331
 551, 712, 713, 232, 329
 552, 646, 647, 505, 529
 553, 646, 647, 359, 331
 554, 701, 703, 531, 507
 555, 712, 507, 530, 506
 556, 694, 510, 731, 682
 557, 429, 635, 563, 430
 558, 694, 686, 518, 682
 559, 694, 666, 302, 366
 560, 694, 731, 366, 326
 561, 732, 729, 406,  85
 562,  93, 201,  94, 729
 563, 598, 648, 371, 277
 564, 732, 733, 295, 257
 565, 732, 723, 733, 257
 566, 732, 723, 203, 396
 567, 203, 258, 257, 732
 568, 594, 223, 276, 224
 569, 576, 669, 707, 499
 570, 578, 310, 576, 238
 571, 707, 570, 534, 644
 572, 707, 570, 355, 291
 573, 707, 534, 570, 464
 574, 212, 279, 277, 585
 575,  88, 408, 206, 397
 576, 734, 722, 255, 725
 577,  89, 254, 206, 255
 578, 254, 206, 255, 734
 579, 734, 206, 722, 408
 580, 232, 559, 231, 713
 581, 713, 425, 703, 507
 582, 425, 559, 426, 713
 583, 594, 444, 436, 435
 584, 713, 730, 232, 559
 585, 563, 429, 159, 160
 586,  87, 407, 205, 408
 587, 407, 205, 408, 722
 588, 722, 255, 205, 206
 589, 734, 255, 722, 206
 590,  90, 204,  91, 722
 591, 722, 256,  90, 255
 592, 578, 570, 707, 291
 593, 558, 231, 114, 115
 594, 570, 571, 346, 311
 595, 570, 644, 355, 346
 596, 570, 521, 571, 467
 597, 570, 644, 521, 534
 598, 250, 389, 249, 711
 599, 674, 250, 711, 390
 600, 711, 389, 420, 390
 601, 268, 175, 176,  35
 602, 711, 699, 249, 321
 603, 711, 419, 389, 388
 604, 697, 419, 711, 388
 605, 150, 419, 389, 420
 606, 419, 389, 420, 711
 607, 711, 699, 472, 419
 608, 384, 245, 132, 385
 609, 428, 632, 562, 429
 610, 385, 245, 132, 246
 611, 713, 559, 231, 558
 612, 385, 416, 415, 657
 613, 657, 415, 385, 384
 614, 704, 415, 657, 384
 615, 611, 282, 216, 610
 616, 625, 460, 627, 194
 617, 627, 611, 195, 394
 618, 194, 627, 195, 460
 619, 621, 303, 666, 366
 620, 621, 702, 637, 532
 621, 621, 666, 483, 533
 622, 730, 645, 233, 561
 623, 730, 427, 645, 561
 624, 233, 560, 232, 730
 625, 277, 105, 104,  12
 626, 730, 560, 232, 559
 627, 730, 426, 560, 559
 628, 426, 560, 427, 730
 629, 457, 180, 179,  26
 630,  37, 173,  38, 709
 631, 694, 621, 533, 666
 632, 693, 484, 485, 453
 633, 709, 665, 666, 269
 634, 677, 271,  39, 660
 635, 658, 621, 666, 483
 636, 658, 709, 666, 303
 637, 460,  67,  68, 194
 638, 693, 666, 665, 302
 639, 630, 624, 368, 287
 640, 630, 662, 475, 624
 641, 630, 624, 475, 543
 642, 654, 655, 657, 416
 643, 705, 706, 724, 466
 644, 704, 414, 706, 466
 645, 705, 735, 469, 525
 646, 705, 735, 348, 317
 647, 657, 705, 469, 415
 648, 706, 724, 466, 524
 649, 706, 724, 524, 726
 650, 706, 593, 726, 468
 651, 706, 347, 724, 726
 652, 706, 724, 347, 316
 653, 668, 478, 446, 477
 654, 670, 307, 647, 358
 655, 670, 274, 692, 307
 656, 670, 647, 479, 528
 657, 670, 692, 447, 479
 658, 617, 673, 251, 335
 659, 661, 620, 458, 553
 660, 661, 687, 459, 516
 661, 618, 714, 661, 458
 662, 661, 281, 620, 341
 663, 661, 687, 339, 282
 664, 589, 591, 593, 489
 665, 382, 413, 412, 592
 666, 589, 590, 592, 292
 667, 704, 638, 706, 414
 668, 645, 561, 562, 234
 669, 704, 638, 414, 383
 670, 593, 286, 726, 345
 671, 144, 413, 383, 414
 672, 592, 412, 489, 413
 673, 698, 418, 700, 465
 674, 604, 605, 615, 278
 675, 615, 684, 476, 444
 676, 615, 684, 224, 289
 677, 615, 684, 289, 606
 678, 654, 657, 246, 317
 679, 655, 656, 700, 417
 680, 655, 247, 656, 318
 681, 147, 416, 386, 417
 682, 416, 386, 417, 655
 683, 655, 416, 386, 385
 684, 657, 416, 655, 385
 685, 655, 656, 417, 470
 686, 629, 583, 511, 439
 687, 582, 264,  32,  31
 688,  31, 582, 263, 180
 689, 581, 263, 582, 180
 690, 582, 179,  31,  32
 691, 595, 671, 467, 571
 692, 457, 582, 180, 463
 693, 720, 207, 434, 208
 694, 640, 182,   2,  45
 695, 640,  28,   2,  29
 696, 463,  28, 439, 581
 697, 629, 630, 475, 511
 698, 633, 428, 505, 504
 699, 641,  62, 376, 285
 700, 583, 463, 511, 439
 701,  28, 439, 581, 640
 702, 640, 182, 285,  29
 703, 715, 319, 698, 351
 704, 656, 717, 537, 470
 705, 656, 465, 700, 417
 706, 656, 700, 319, 247
 707, 656, 717, 318, 350
 708, 161, 562, 160, 428
 709, 684, 606, 476, 443
 710,  50, 443, 187, 444
 711, 443, 187, 444, 684
 712, 684, 606, 186, 225
 713, 684, 606, 225, 289
 714, 225, 684, 187, 186
 715, 224, 684, 187, 225
 716, 594, 224, 684, 188
 717, 684, 187, 444, 188
 718, 681, 686, 334, 682
 719, 681, 334, 686, 367
 720, 681, 695, 218, 340
 721, 639, 644, 520, 548
 722, 434, 208, 207,  99
 723, 643, 462,   1, 397
 724, 643, 397, 727, 519
 725, 734,  44, 643, 254
 726, 734, 397,  44, 206
 727, 372, 643,  44, 254
 728, 639, 643,  44, 372
 729, 643, 727, 254, 344
 730,  39, 677, 171, 272
 731, 677, 271, 659, 305
 732, 171, 273, 272, 676
 733, 223, 594, 209, 208
 734, 172, 450, 449, 677
 735, 676, 171, 677, 272
 736, 677, 449, 172, 171
 737, 677, 481, 659, 450
 738, 664, 338, 683, 624
 739, 664, 683, 338, 288
 740, 663, 662, 309, 624
 741, 664, 683, 544, 624
 742, 698, 465, 471, 418
 743, 149, 418, 388, 419
 744, 655, 700, 656, 247
 745, 148, 417, 387, 418
 746, 417, 387, 418, 700
 747, 700, 417, 387, 386
 748, 655, 417, 700, 386
 749, 697, 248, 700, 388
 750, 700, 387, 418, 388
 751, 386, 247, 134, 387
 752, 387, 247, 134, 248
 753, 601, 686, 681, 542
 754, 686, 682, 342, 334
 755, 686, 685, 367, 301
 756, 694, 621, 731, 533
 757, 686, 682, 512, 518
 758, 686, 685, 485, 542
 759, 598, 544, 624, 543
 760, 628, 541, 600, 551
 761, 614, 502, 474, 456
 762, 628, 551, 511, 474
 763, 712, 703, 713, 329
 764, 628, 630, 551, 600
 765, 628, 614, 474, 582
 766, 562, 234, 561, 118
 767, 713, 425, 559, 558
 768, 736, 508, 637, 703
 769, 736, 636, 637, 424
 770, 736, 703, 328, 231
 771, 231, 558, 230, 736
 772, 180, 463,  27, 457
 773, 736, 328, 637, 230
 774, 696, 398, 682, 510
 775, 684, 224, 289, 225
 776, 556, 423, 398, 696
 777, 696, 682, 219, 326
 778, 112, 229, 556, 219
 779, 229, 556, 219, 696
 780, 696, 636, 731, 229
 781, 696, 556, 636, 229
 782, 695, 515, 422,  11
 783,  11, 695, 648, 104
 784, 681, 686, 512, 542
 785, 680, 695, 555, 218
 786, 695, 104, 555, 218
 787,  12, 218, 104, 337
 788, 695, 648, 104, 337
 789, 716, 717, 733, 493
 790, 716, 295, 717, 350
 791,  86, 396, 204, 407
 792, 396, 204, 407, 723
 793, 722, 725, 408, 491
 794, 722, 407, 205, 204
 795, 723, 294, 733, 257
 796, 732, 203, 723, 257
 797, 723, 396, 204, 203
 798,  91, 723, 203, 257
 799, 723, 257,  91, 256
 800, 664, 683, 606, 503
 801, 664, 606, 442, 503
 802, 664, 624, 309, 338
 803, 605, 288, 606, 289
 804, 664, 501, 624, 544
 805, 683, 279, 585, 338
 806, 605, 606, 683, 503
 807, 728, 297, 652, 260
 808, 715, 718, 719, 538
 809, 732, 406, 396,  85
 810, 729, 716, 718, 296
 811, 729, 716, 296, 258
 812, 702, 637, 532, 508
 813, 702, 364, 637, 328
 814, 702, 659, 531, 482
 815, 658, 482, 702, 532
 816, 702, 659, 304, 361
 817, 675, 677, 676, 449
 818, 689, 670, 692, 447
 819, 448, 692, 170, 171
 820, 447, 692, 170, 448
 821,  16, 446, 169, 447
 822, 689, 447, 170, 169
 823, 676, 678, 692, 273
 824, 676, 692, 171, 273
 825, 641, 182, 183,  62
 826, 170, 274, 273, 692
 827, 181,  29, 285,   3
 828, 690, 455, 454, 486
 829, 680, 695, 422, 555
 830, 601, 324, 613, 631
 831, 601, 502, 613, 486
 832, 690, 486, 613, 455
 833, 691, 454,  23, 453
 834, 686, 518, 542, 485
 835, 601, 686, 685, 367
 836, 690, 613, 325, 266
 837, 601, 542, 539, 486
 838, 573, 639, 372, 643
 839, 643, 519, 462, 397
 840, 574, 591, 727, 344
 841, 727, 726, 523, 490
 842, 727, 725, 315, 726
 843, 643, 372, 344, 254
 844, 727, 345, 726, 315
 845, 632, 645, 633, 428
 846, 667, 634, 669, 357
 847, 667, 504, 528, 527
 848, 633, 528, 667, 504
 849, 667, 478, 668, 527
 850, 576, 635, 430, 564
 851, 633, 647, 528, 505
 852, 633, 645, 505, 428
 853, 576, 635, 498, 430
 854, 632, 635, 634, 235
 855, 735, 733, 294, 349
 856, 735, 717, 733, 349
 857, 735, 733, 536, 492
 858, 654, 717, 349, 318
 859, 654, 656, 470, 717
 860, 716, 717, 493, 537
 861, 715, 717, 656, 350
 862, 654, 469, 536, 470
 863, 717, 733, 349, 295
 864, 717, 536, 733, 493
 865, 639, 284, 642, 373
 866, 688, 642, 477, 445
 867, 688, 333, 668, 642
 868, 569, 571, 354, 346
 869, 605, 289, 377, 288
 870, 713, 736, 231, 703
 871, 713, 730, 559, 426
 872, 708, 477, 642, 520
 873, 654, 735, 705, 317
 874, 654, 416, 657, 469
 875, 724, 725, 524, 726
 876, 724, 725, 347, 293
 877, 721, 724, 348, 293
 878, 724, 524, 725, 491
 879, 401, 617, 391,  79
 880, 617, 673, 674, 251
 881, 617, 335, 251, 253
 882, 714, 661, 458, 516
 883, 672, 699, 321, 651
 884, 672, 650, 673, 473
 885, 617, 401, 421, 514
 886, 714, 370, 673, 335
 887, 672, 674, 673, 322
 888, 672, 674, 420, 473
 889, 629, 511, 475, 440
 890, 630, 600, 368, 624
 891, 444, 188,  50,  51
 892, 184, 441, 440, 662
 893, 629, 183, 662, 228
 894, 662, 440, 184, 183
 895, 227, 663, 185, 184
 896, 663, 441, 185, 184
 897, 228, 662, 184, 183
 898, 227, 662, 184, 228
 899, 725, 726, 347, 315
 900, 589, 591, 292, 593
 901, 734, 490, 397, 408
 902, 725, 524, 726, 490
 903, 722, 491, 408, 407
 904, 722, 204,  91, 723
 905, 734, 727, 315, 254
 906, 423, 557, 424, 636
 907, 636, 230, 637, 327
 908, 556, 229, 113, 557
 909, 557, 229, 113, 230
 910, 636, 637, 509, 731
 911, 229, 636, 557, 556
 912, 636, 557, 556, 423
 913, 636, 327, 637, 731
 914, 605, 503, 437, 476
 915, 615, 684, 606, 476
 916, 684, 443, 187, 186
 917, 663, 186, 606, 226
 918, 664, 501, 503, 442
 919, 605, 606, 615, 289
 920, 605, 683, 288, 377
 921, 652, 653, 496, 404
 922, 715, 656, 537, 465
 923, 652, 496, 651, 540
 924, 719, 538, 495, 540
 925, 652, 653, 260, 298
 926, 652, 352, 651, 298
 927, 626, 661, 553, 620
 928, 109, 208, 222, 223
 929, 608, 610, 393, 394
 930, 207,  98,  54, 190
 931, 216, 611, 607,  73
 932, 611, 216,  74,  73
 933, 194,  75, 195, 611
